16.78.8.108 - - [10/Aug/2025:03:07:00 +0700] "GET /v1/api/sync/master/item_price HTTP/1.1" 200 23 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:58:00 +0700] "GET /v1/api/sync/transaction/invoice/redis/sfa/undone/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:58:00 +0700] "GET /v1/api/sync/transaction/sodata/push HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:58:00 +0700] "GET /v1/api/apps/firebaseuid/sync HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
16.78.8.108 - - [10/Aug/2025:12:58:00 +0700] "GET /v1/api/sync/transaction/voidedrequest HTTP/1.1" 200 25 "-" "Go-http-client/1.1" "-"
140.213.30.48 - - [10/Aug/2025:12:58:15 +0700] "GET /v1/api/apps/customer/id/115617500 HTTP/1.1" 200 1149 "-" "Dart/3.1 (dart:io)" "-"
140.213.30.48 - - [10/Aug/2025:12:58:15 +0700] "GET /v1/api/apps/item/v2/cartitem?by=def.created_date&price_list_id=2&customer_id=115617500 HTTP/1.1" 200 326 "-" "Dart/3.1 (dart:io)" "-"
140.213.30.48 - - [10/Aug/2025:12:58:15 +0700] "GET /v1/api/apps/user_checkin_activity/user_id/115157 HTTP/1.1" 200 184 "-" "Dart/3.1 (dart:io)" "-"
112.215.224.79 - - [10/Aug/2025:12:58:26 +0700] "GET /v1/api/apps/popup/select?by=def.id&sort=desc&customer_id=115617500&branch_ids=39&customer_type_ids=2&customer_level_ids=7&end_date=2025-08-10 HTTP/1.1" 200 40 "-" "Dart/3.1 (dart:io)" "-"
112.215.224.79 - - [10/Aug/2025:12:58:26 +0700] "GET /v1/api/apps/lottary/select?by=def.id&customer_id=115617500 HTTP/1.1" 200 23 "-" "Dart/3.1 (dart:io)" "-"
112.215.224.79 - - [10/Aug/2025:12:58:26 +0700] "GET /v1/api/lottary_achievement/report?by=def.modified_date&customer_id=115617500 HTTP/1.1" 200 23 "-" "Dart/3.1 (dart:io)" "-"
112.215.224.79 - - [10/Aug/2025:12:58:26 +0700] "GET /v1/api/apps/VideoPromote?by=def.title&active=1&page=1&limit=50 HTTP/1.1" 200 1074 "-" "Dart/3.1 (dart:io)" "-"
112.215.224.79 - - [10/Aug/2025:12:58:26 +0700] "GET /v1/api/apps/news/select?by=def.priority&active=1&customer_id=115617500 HTTP/1.1" 200 3738 "-" "Dart/3.1 (dart:io)" "-"
